MM/DD/YY,HH/MM/SS,Hour,Centigrade,%RH
03/28/24,18:00:53,18:00:00,23.2,35.70%
03/28/24,18:01:53,18:00:00,23.2,35.90%
03/28/24,18:02:53,18:00:00,23.2,35.90%
03/28/24,18:03:53,18:00:00,23.2,35.90%
03/28/24,18:04:53,18:00:00,23.2,35.90%
03/28/24,18:05:53,18:00:00,23.2,35.90%
03/28/24,18:06:53,18:00:00,23.2,35.90%
03/28/24,18:07:53,18:00:00,23.2,35.90%
03/28/24,18:08:53,18:00:00,23.2,35.80%
03/28/24,18:09:53,18:00:00,23.2,35.90%
03/28/24,18:10:53,18:00:00,23.2,35.90%
03/28/24,18:11:53,18:00:00,23.2,35.90%
03/28/24,18:12:53,18:00:00,23.2,35.90%
03/28/24,18:13:53,18:00:00,23.2,35.90%
03/28/24,18:14:53,18:00:00,23.2,35.90%
03/28/24,18:15:53,18:00:00,23.2,35.90%
03/28/24,18:16:53,18:00:00,23.2,35.90%
03/28/24,18:17:53,18:00:00,23.2,35.90%
03/28/24,18:18:53,18:00:00,23.2,35.90%
03/28/24,18:19:53,18:00:00,23.2,35.70%
03/28/24,18:20:53,18:00:00,23.2,35.80%
03/28/24,18:21:53,18:00:00,23.2,35.90%
03/28/24,18:22:53,18:00:00,23.2,35.90%
03/28/24,18:23:53,18:00:00,23.2,35.90%
03/28/24,18:24:53,18:00:00,23.2,35.90%
03/28/24,18:25:53,18:00:00,23.2,35.90%
03/28/24,18:26:53,18:00:00,23.2,35.90%
03/28/24,18:27:53,18:00:00,23.2,35.90%
03/28/24,18:28:53,18:00:00,23.2,35.90%
03/28/24,18:29:53,18:00:00,23.2,35.60%
03/28/24,18:30:53,18:00:00,23.2,35.90%
03/28/24,18:31:53,18:00:00,23.2,35.90%
03/28/24,18:32:53,18:00:00,23.2,35.80%
03/28/24,18:33:53,18:00:00,23.2,35.90%
03/28/24,18:34:53,18:00:00,23.2,35.90%
03/28/24,18:35:53,18:00:00,23.2,35.80%
03/28/24,18:36:53,18:00:00,23.2,35.90%
03/28/24,18:37:53,18:00:00,23.2,35.80%
03/28/24,18:38:53,18:00:00,23.2,35.90%
03/28/24,18:39:53,18:00:00,23.2,35.70%
03/28/24,18:40:53,18:00:00,23.3,35.80%
03/28/24,18:41:53,18:00:00,23.2,35.90%
03/28/24,18:42:53,18:00:00,23.2,35.90%
03/28/24,18:43:53,18:00:00,23.2,35.90%
03/28/24,18:44:53,18:00:00,23.3,35.80%
03/28/24,18:45:53,18:00:00,23.3,35.90%
03/28/24,18:46:53,18:00:00,23.2,35.80%
03/28/24,18:47:53,18:00:00,23.2,35.90%
03/28/24,18:48:53,18:00:00,23.3,35.80%
03/28/24,18:49:53,18:00:00,23.3,35.80%
03/28/24,18:50:53,18:00:00,23.3,35.80%
03/28/24,18:51:53,18:00:00,23.3,35.90%
03/28/24,18:52:53,18:00:00,23.3,35.90%
03/28/24,18:53:53,18:00:00,23.3,35.90%
03/28/24,18:54:53,18:00:00,23.3,35.80%
03/28/24,18:55:53,18:00:00,23.3,35.90%
03/28/24,18:56:53,18:00:00,23.3,35.90%
03/28/24,18:57:53,18:00:00,23.3,35.90%
03/28/24,18:58:53,18:00:00,23.3,35.90%
03/28/24,18:59:53,18:00:00,23.3,35.90%
03/28/24,19:00:53,19:00:00,23.3,35.80%
03/28/24,19:01:53,19:00:00,23.3,35.80%
03/28/24,19:02:53,19:00:00,23.3,35.90%
03/28/24,19:03:53,19:00:00,23.3,35.90%
03/28/24,19:04:53,19:00:00,23.3,35.90%
03/28/24,19:05:53,19:00:00,23.3,35.90%
03/28/24,19:06:53,19:00:00,23.3,35.90%
03/28/24,19:07:53,19:00:00,23.3,35.90%
03/28/24,19:08:53,19:00:00,23.3,35.90%
03/28/24,19:09:53,19:00:00,23.3,35.90%
03/28/24,19:10:53,19:00:00,23.3,35.80%
03/28/24,19:11:53,19:00:00,23.4,35.90%
03/28/24,19:12:53,19:00:00,23.3,35.90%
03/28/24,19:13:53,19:00:00,23.4,35.90%
03/28/24,19:14:53,19:00:00,23.3,35.90%
03/28/24,19:15:53,19:00:00,23.3,35.90%
03/28/24,19:16:53,19:00:00,23.4,35.90%
03/28/24,19:17:53,19:00:00,23.3,35.90%
03/28/24,19:18:53,19:00:00,23.3,35.90%
03/28/24,19:19:53,19:00:00,23.3,35.90%
03/28/24,19:20:53,19:00:00,23.3,35.90%
03/28/24,19:21:53,19:00:00,23.4,35.80%
03/28/24,19:22:53,19:00:00,23.4,35.90%
03/28/24,19:23:53,19:00:00,23.3,35.90%
03/28/24,19:24:53,19:00:00,23.3,35.90%
03/28/24,19:25:53,19:00:00,23.3,35.90%
03/28/24,19:26:53,19:00:00,23.3,35.90%
03/28/24,19:27:53,19:00:00,23.3,35.90%
03/28/24,19:28:53,19:00:00,23.3,35.90%
03/28/24,19:29:53,19:00:00,23.3,35.90%
03/28/24,19:30:53,19:00:00,23.3,35.90%
03/28/24,19:31:53,19:00:00,23.3,35.90%
03/28/24,19:32:53,19:00:00,23.3,35.70%
03/28/24,19:33:53,19:00:00,23.3,35.90%
03/28/24,19:34:53,19:00:00,23.3,35.80%
03/28/24,19:35:53,19:00:00,23.2,35.90%
03/28/24,19:36:53,19:00:00,23.2,35.90%
03/28/24,19:37:53,19:00:00,23.2,35.90%
03/28/24,19:38:53,19:00:00,23.2,35.90%
03/28/24,19:39:53,19:00:00,23.2,35.90%
03/28/24,19:40:53,19:00:00,23.2,35.80%
03/28/24,19:41:53,19:00:00,23.2,35.90%
03/28/24,19:42:53,19:00:00,23.2,35.90%
03/28/24,19:43:53,19:00:00,23.2,35.90%
03/28/24,19:44:53,19:00:00,23.2,35.80%
03/28/24,19:45:53,19:00:00,23.2,35.90%
03/28/24,19:46:53,19:00:00,23.1,35.80%
03/28/24,19:47:53,19:00:00,23.1,35.90%
03/28/24,19:48:53,19:00:00,23.2,35.90%
03/28/24,19:49:53,19:00:00,23.1,35.90%
03/28/24,19:50:53,19:00:00,23.1,35.90%
03/28/24,19:51:53,19:00:00,23.1,35.80%
03/28/24,19:52:53,19:00:00,23.1,35.80%
03/28/24,19:53:53,19:00:00,23.1,35.70%
03/28/24,19:54:53,19:00:00,23.1,35.90%
03/28/24,19:55:53,19:00:00,23.1,35.80%
03/28/24,19:56:53,19:00:00,23.1,35.70%
03/28/24,19:57:53,19:00:00,23.1,35.70%
03/28/24,19:58:53,19:00:00,23.1,35.80%
03/28/24,19:59:53,19:00:00,23,35.90%
03/28/24,20:00:53,20:00:00,23,35.80%
03/28/24,20:01:53,20:00:00,23,35.80%
03/28/24,20:02:53,20:00:00,23,35.90%
03/28/24,20:03:53,20:00:00,23,35.80%
03/28/24,20:04:53,20:00:00,23,35.90%
03/28/24,20:05:53,20:00:00,23,35.80%
03/28/24,20:06:53,20:00:00,23,35.90%
03/28/24,20:07:53,20:00:00,23,35.80%
03/28/24,20:08:53,20:00:00,23,35.90%
03/28/24,20:09:53,20:00:00,23,35.80%
03/28/24,20:10:53,20:00:00,23,35.80%
03/28/24,20:11:53,20:00:00,22.9,35.80%
03/28/24,20:12:53,20:00:00,22.9,35.80%
03/28/24,20:13:53,20:00:00,22.9,35.80%
03/28/24,20:14:53,20:00:00,22.9,35.90%
03/28/24,20:15:53,20:00:00,22.9,35.90%
03/28/24,20:16:53,20:00:00,22.9,35.80%
03/28/24,20:17:53,20:00:00,22.9,35.80%
03/28/24,20:18:53,20:00:00,22.9,35.90%
03/28/24,20:19:53,20:00:00,22.9,35.80%
03/28/24,20:20:53,20:00:00,22.9,35.80%
03/28/24,20:21:53,20:00:00,22.9,35.80%
03/28/24,20:22:53,20:00:00,22.9,35.80%
03/28/24,20:23:53,20:00:00,22.8,35.90%
03/28/24,20:24:53,20:00:00,22.8,35.80%
03/28/24,20:25:53,20:00:00,22.8,35.80%
03/28/24,20:26:53,20:00:00,22.8,35.80%
03/28/24,20:27:53,20:00:00,22.8,35.90%
03/28/24,20:28:53,20:00:00,22.8,35.90%
03/28/24,20:29:53,20:00:00,22.8,35.80%
03/28/24,20:30:53,20:00:00,22.8,35.90%
03/28/24,20:31:53,20:00:00,22.8,35.70%
03/28/24,20:32:53,20:00:00,22.8,35.90%
03/28/24,20:33:53,20:00:00,22.8,35.80%
03/28/24,20:34:53,20:00:00,22.8,36.00%
03/28/24,20:35:53,20:00:00,22.7,36.00%
03/28/24,20:36:53,20:00:00,22.8,35.90%
03/28/24,20:37:53,20:00:00,22.7,35.80%
03/28/24,20:38:53,20:00:00,22.7,35.90%
03/28/24,20:39:53,20:00:00,22.7,35.80%
03/28/24,20:40:53,20:00:00,22.7,35.90%
03/28/24,20:41:53,20:00:00,22.7,35.90%
03/28/24,20:42:53,20:00:00,22.7,36.00%
03/28/24,20:43:53,20:00:00,22.7,35.80%
03/28/24,20:44:53,20:00:00,22.7,36.00%
03/28/24,20:45:53,20:00:00,22.7,35.90%
03/28/24,20:46:53,20:00:00,22.7,35.90%
03/28/24,20:47:53,20:00:00,22.7,36.00%
03/28/24,20:48:53,20:00:00,22.6,35.90%
03/28/24,20:49:53,20:00:00,22.6,36.00%
03/28/24,20:50:53,20:00:00,22.6,36.00%
03/28/24,20:51:53,20:00:00,22.6,35.90%
03/28/24,20:52:53,20:00:00,22.6,35.90%
03/28/24,20:53:53,20:00:00,22.6,36.00%
03/28/24,20:54:53,20:00:00,22.6,36.00%
03/28/24,20:55:53,20:00:00,22.6,35.90%
03/28/24,20:56:53,20:00:00,22.6,36.00%
03/28/24,20:57:53,20:00:00,22.6,36.00%
03/28/24,20:58:53,20:00:00,22.6,36.00%
03/28/24,20:59:53,20:00:00,22.6,36.00%
03/28/24,21:00:53,21:00:00,22.6,36.00%
03/28/24,21:01:53,21:00:00,22.6,36.00%
03/28/24,21:02:53,21:00:00,22.5,36.10%
03/28/24,21:03:53,21:00:00,22.5,36.00%
03/28/24,21:04:53,21:00:00,22.5,36.00%
03/28/24,21:05:53,21:00:00,22.5,36.10%
03/28/24,21:06:53,21:00:00,22.5,36.00%
03/28/24,21:07:53,21:00:00,22.5,36.00%
03/28/24,21:08:53,21:00:00,22.5,36.10%
03/28/24,21:09:53,21:00:00,22.5,36.10%
03/28/24,21:10:53,21:00:00,22.5,36.10%
03/28/24,21:11:53,21:00:00,22.5,36.10%
03/28/24,21:12:53,21:00:00,22.5,36.10%
03/28/24,21:13:53,21:00:00,22.5,36.10%
03/28/24,21:14:53,21:00:00,22.4,36.00%
03/28/24,21:15:53,21:00:00,22.5,36.10%
03/28/24,21:16:53,21:00:00,22.4,36.10%
03/28/24,21:17:53,21:00:00,22.4,36.00%
03/28/24,21:18:53,21:00:00,22.4,36.00%
03/28/24,21:19:53,21:00:00,22.4,36.00%
03/28/24,21:20:53,21:00:00,22.4,36.10%
03/28/24,21:21:53,21:00:00,22.4,36.20%
03/28/24,21:22:53,21:00:00,22.4,36.20%
03/28/24,21:23:53,21:00:00,22.4,36.20%
03/28/24,21:24:53,21:00:00,22.4,36.20%
03/28/24,21:25:53,21:00:00,22.4,36.20%
03/28/24,21:26:53,21:00:00,22.3,36.20%
03/28/24,21:27:53,21:00:00,22.4,36.10%
03/28/24,21:28:53,21:00:00,22.4,36.20%
03/28/24,21:29:53,21:00:00,22.4,36.10%
03/28/24,21:30:53,21:00:00,22.4,36.20%
03/28/24,21:31:53,21:00:00,22.4,36.10%
03/28/24,21:32:53,21:00:00,22.3,36.20%
03/28/24,21:33:53,21:00:00,22.3,36.10%
03/28/24,21:34:53,21:00:00,22.3,36.20%
03/28/24,21:35:53,21:00:00,22.3,36.20%
03/28/24,21:36:53,21:00:00,22.3,36.20%
03/28/24,21:37:53,21:00:00,22.3,36.20%
03/28/24,21:38:53,21:00:00,22.3,36.20%
03/28/24,21:39:53,21:00:00,22.3,36.20%
03/28/24,21:40:53,21:00:00,22.3,36.20%
03/28/24,21:41:53,21:00:00,22.3,36.30%
03/28/24,21:42:53,21:00:00,22.3,36.10%
03/28/24,21:43:53,21:00:00,22.3,36.20%
03/28/24,21:44:53,21:00:00,22.3,36.20%
03/28/24,21:45:53,21:00:00,22.3,36.20%
03/28/24,21:46:53,21:00:00,22.3,36.20%
03/28/24,21:47:53,21:00:00,22.3,36.20%
03/28/24,21:48:53,21:00:00,22.3,36.20%
03/28/24,21:49:53,21:00:00,22.2,36.30%
03/28/24,21:50:53,21:00:00,22.2,36.30%
03/28/24,21:51:53,21:00:00,22.2,36.20%
03/28/24,21:52:53,21:00:00,22.2,36.20%
03/28/24,21:53:53,21:00:00,22.2,36.20%
03/28/24,21:54:53,21:00:00,22.2,36.20%
03/28/24,21:55:53,21:00:00,22.2,36.20%
03/28/24,21:56:53,21:00:00,22.2,36.20%
03/28/24,21:57:53,21:00:00,22.2,36.30%
03/28/24,21:58:53,21:00:00,22.2,36.30%
03/28/24,21:59:53,21:00:00,22.2,36.30%
03/28/24,22:00:53,22:00:00,22.2,36.30%
03/28/24,22:01:53,22:00:00,22.2,36.30%
03/28/24,22:02:53,22:00:00,22.2,36.40%
03/28/24,22:03:53,22:00:00,22.1,36.30%
03/28/24,22:04:53,22:00:00,22.2,36.30%
03/28/24,22:05:53,22:00:00,22.1,36.30%
03/28/24,22:06:53,22:00:00,22.1,36.30%
03/28/24,22:07:53,22:00:00,22.1,36.30%
03/28/24,22:08:53,22:00:00,22.1,36.30%
03/28/24,22:09:53,22:00:00,22.1,36.40%
03/28/24,22:10:53,22:00:00,22.1,36.40%
03/28/24,22:11:53,22:00:00,22.1,36.40%
03/28/24,22:12:53,22:00:00,22.1,36.30%
03/28/24,22:13:53,22:00:00,22.1,36.30%
03/28/24,22:14:53,22:00:00,22.1,36.40%
03/28/24,22:15:53,22:00:00,22.1,36.30%
03/28/24,22:16:53,22:00:00,22.1,36.40%
03/28/24,22:17:53,22:00:00,22.1,36.30%
03/28/24,22:18:53,22:00:00,22.1,36.40%
03/28/24,22:19:53,22:00:00,22.1,36.30%
03/28/24,22:20:53,22:00:00,22.1,36.40%
03/28/24,22:21:53,22:00:00,22,36.40%
03/28/24,22:22:53,22:00:00,22,36.40%
03/28/24,22:23:53,22:00:00,22,36.40%
03/28/24,22:24:53,22:00:00,22,36.40%
03/28/24,22:25:53,22:00:00,22,36.40%
03/28/24,22:26:53,22:00:00,22,36.40%
03/28/24,22:27:53,22:00:00,22,36.30%
03/28/24,22:28:53,22:00:00,22,36.40%
03/28/24,22:29:53,22:00:00,22,36.40%
03/28/24,22:30:53,22:00:00,22,36.40%
03/28/24,22:31:53,22:00:00,22,36.40%
03/28/24,22:32:53,22:00:00,22,36.50%
03/28/24,22:33:53,22:00:00,22,36.40%
03/28/24,22:34:53,22:00:00,22,36.50%
03/28/24,22:35:53,22:00:00,22,36.40%
03/28/24,22:36:53,22:00:00,22,36.40%
03/28/24,22:37:53,22:00:00,22,36.50%
03/28/24,22:38:53,22:00:00,21.9,36.50%
03/28/24,22:39:53,22:00:00,22,36.50%
03/28/24,22:40:53,22:00:00,21.9,36.40%
03/28/24,22:41:53,22:00:00,21.9,36.50%
03/28/24,22:42:53,22:00:00,21.9,36.50%
03/28/24,22:43:53,22:00:00,21.9,36.50%
03/28/24,22:44:53,22:00:00,21.9,36.50%
03/28/24,22:45:53,22:00:00,22,36.50%
03/28/24,22:46:53,22:00:00,21.9,36.50%
03/28/24,22:47:53,22:00:00,21.9,36.60%
03/28/24,22:48:53,22:00:00,21.9,36.60%
03/28/24,22:49:53,22:00:00,21.9,36.50%
03/28/24,22:50:53,22:00:00,21.9,36.50%
03/28/24,22:51:53,22:00:00,21.9,36.60%
03/28/24,22:52:53,22:00:00,21.9,36.60%
03/28/24,22:53:53,22:00:00,21.9,36.50%
03/28/24,22:54:53,22:00:00,21.9,36.50%
03/28/24,22:55:53,22:00:00,21.9,36.60%
03/28/24,22:56:53,22:00:00,21.9,36.60%
03/28/24,22:57:53,22:00:00,21.9,36.60%
03/28/24,22:58:53,22:00:00,21.9,36.60%
03/28/24,22:59:53,22:00:00,21.9,36.60%
03/28/24,23:00:53,23:00:00,21.9,36.60%
03/28/24,23:01:53,23:00:00,21.8,36.70%
03/28/24,23:02:53,23:00:00,21.8,36.50%
03/28/24,23:03:53,23:00:00,21.8,36.60%
03/28/24,23:04:53,23:00:00,21.9,36.60%
03/28/24,23:05:53,23:00:00,21.9,36.60%
03/28/24,23:06:53,23:00:00,21.8,36.60%
03/28/24,23:07:53,23:00:00,21.8,36.60%
03/28/24,23:08:53,23:00:00,21.8,36.60%
03/28/24,23:09:53,23:00:00,21.8,36.60%
03/28/24,23:10:53,23:00:00,21.8,36.60%
03/28/24,23:11:53,23:00:00,21.8,36.60%
03/28/24,23:12:53,23:00:00,21.8,36.60%
03/28/24,23:13:53,23:00:00,21.8,36.60%
03/28/24,23:14:53,23:00:00,21.8,36.60%
03/28/24,23:15:53,23:00:00,21.8,36.60%
03/28/24,23:16:53,23:00:00,21.8,36.60%
03/28/24,23:17:53,23:00:00,21.8,36.70%
03/28/24,23:18:53,23:00:00,21.8,36.60%
03/28/24,23:19:53,23:00:00,21.8,36.70%
03/28/24,23:20:53,23:00:00,21.8,36.60%
03/28/24,23:21:53,23:00:00,21.8,36.60%
03/28/24,23:22:53,23:00:00,21.8,36.60%
03/28/24,23:23:53,23:00:00,21.8,36.70%
03/28/24,23:24:53,23:00:00,21.8,36.70%
03/28/24,23:25:53,23:00:00,21.8,36.60%
03/28/24,23:26:53,23:00:00,21.7,36.70%
03/28/24,23:27:53,23:00:00,21.7,36.60%
03/28/24,23:28:53,23:00:00,21.7,36.70%
03/28/24,23:29:53,23:00:00,21.7,36.60%
03/28/24,23:30:53,23:00:00,21.8,36.70%
03/28/24,23:31:53,23:00:00,21.7,36.70%
03/28/24,23:32:53,23:00:00,21.7,36.70%
03/28/24,23:33:53,23:00:00,21.7,36.60%
03/28/24,23:34:53,23:00:00,21.7,36.70%
03/28/24,23:35:53,23:00:00,21.7,36.70%
03/28/24,23:36:53,23:00:00,21.7,36.70%
03/28/24,23:37:53,23:00:00,21.7,36.70%
03/28/24,23:38:53,23:00:00,21.7,36.70%
03/28/24,23:39:53,23:00:00,21.7,36.70%
03/28/24,23:40:53,23:00:00,21.7,36.70%
03/28/24,23:41:53,23:00:00,21.7,36.70%
03/28/24,23:42:53,23:00:00,21.7,36.70%
03/28/24,23:43:53,23:00:00,21.7,36.70%
03/28/24,23:44:53,23:00:00,21.7,36.70%
03/28/24,23:45:53,23:00:00,21.7,36.70%
03/28/24,23:46:53,23:00:00,21.7,36.70%
03/28/24,23:47:53,23:00:00,21.7,36.70%
03/28/24,23:48:53,23:00:00,21.7,36.70%
03/28/24,23:49:53,23:00:00,21.6,36.70%
03/28/24,23:50:53,23:00:00,21.6,36.70%
03/28/24,23:51:53,23:00:00,21.6,36.70%
03/28/24,23:52:53,23:00:00,21.6,36.60%
03/28/24,23:53:53,23:00:00,21.6,36.70%
03/28/24,23:54:53,23:00:00,21.6,36.70%
03/28/24,23:55:53,23:00:00,21.6,36.70%
03/28/24,23:56:53,23:00:00,21.6,36.70%
03/28/24,23:57:53,23:00:00,21.6,36.70%
03/28/24,23:58:53,23:00:00,21.6,36.70%
03/28/24,23:59:53,23:00:00,21.6,36.70%
03/29/24,00:00:53,00:00:00,21.6,36.70%
03/29/24,00:01:53,00:00:00,21.6,36.80%
03/29/24,00:02:53,00:00:00,21.6,36.70%
03/29/24,00:03:53,00:00:00,21.6,36.70%
03/29/24,00:04:53,00:00:00,21.6,36.70%
03/29/24,00:05:53,00:00:00,21.6,36.70%
03/29/24,00:06:53,00:00:00,21.6,36.70%
03/29/24,00:07:53,00:00:00,21.6,36.70%
03/29/24,00:08:53,00:00:00,21.6,36.70%
03/29/24,00:09:53,00:00:00,21.6,36.70%
03/29/24,00:10:53,00:00:00,21.6,36.70%
03/29/24,00:11:53,00:00:00,21.6,36.80%
03/29/24,00:12:53,00:00:00,21.6,36.80%
03/29/24,00:13:53,00:00:00,21.6,36.70%
03/29/24,00:14:53,00:00:00,21.5,36.70%
03/29/24,00:15:53,00:00:00,21.6,36.70%
03/29/24,00:16:53,00:00:00,21.5,36.70%
03/29/24,00:17:53,00:00:00,21.6,36.70%
03/29/24,00:18:53,00:00:00,21.5,36.70%
03/29/24,00:19:53,00:00:00,21.5,36.70%
03/29/24,00:20:53,00:00:00,21.5,36.60%
03/29/24,00:21:53,00:00:00,21.5,36.80%
03/29/24,00:22:53,00:00:00,21.5,36.70%
03/29/24,00:23:53,00:00:00,21.5,36.70%
03/29/24,00:24:53,00:00:00,21.5,36.80%
03/29/24,00:25:53,00:00:00,21.5,36.70%
03/29/24,00:26:53,00:00:00,21.5,36.80%
03/29/24,00:27:53,00:00:00,21.5,36.70%
03/29/24,00:28:53,00:00:00,21.5,36.70%
03/29/24,00:29:53,00:00:00,21.5,36.70%
03/29/24,00:30:53,00:00:00,21.5,36.70%
03/29/24,00:31:53,00:00:00,21.5,36.70%
03/29/24,00:32:53,00:00:00,21.5,36.70%
03/29/24,00:33:53,00:00:00,21.5,36.70%
03/29/24,00:34:53,00:00:00,21.5,36.70%
03/29/24,00:35:53,00:00:00,21.5,36.70%
03/29/24,00:36:53,00:00:00,21.5,36.70%
03/29/24,00:37:53,00:00:00,21.5,36.70%
03/29/24,00:38:53,00:00:00,21.5,36.70%
03/29/24,00:39:53,00:00:00,21.5,36.70%
03/29/24,00:40:53,00:00:00,21.5,36.70%
03/29/24,00:41:53,00:00:00,21.5,36.70%
03/29/24,00:42:53,00:00:00,21.4,36.70%
03/29/24,00:43:53,00:00:00,21.4,36.70%
03/29/24,00:44:53,00:00:00,21.5,36.70%
03/29/24,00:45:53,00:00:00,21.5,36.70%
03/29/24,00:46:53,00:00:00,21.4,36.70%
03/29/24,00:47:53,00:00:00,21.4,36.70%
03/29/24,00:48:53,00:00:00,21.4,36.70%
03/29/24,00:49:53,00:00:00,21.4,36.70%
03/29/24,00:50:53,00:00:00,21.4,36.80%
03/29/24,00:51:53,00:00:00,21.4,36.70%
03/29/24,00:52:53,00:00:00,21.4,36.70%
03/29/24,00:53:53,00:00:00,21.4,36.70%
03/29/24,00:54:53,00:00:00,21.4,36.70%
03/29/24,00:55:53,00:00:00,21.4,36.70%
03/29/24,00:56:53,00:00:00,21.4,36.70%
03/29/24,00:57:53,00:00:00,21.4,36.70%
03/29/24,00:58:53,00:00:00,21.4,36.70%
03/29/24,00:59:53,00:00:00,21.4,36.70%
03/29/24,01:00:53,01:00:00,21.4,36.70%
03/29/24,01:01:53,01:00:00,21.4,36.70%
03/29/24,01:02:53,01:00:00,21.4,36.70%
03/29/24,01:03:53,01:00:00,21.4,36.70%
03/29/24,01:04:53,01:00:00,21.4,36.70%
03/29/24,01:05:53,01:00:00,21.4,36.70%
03/29/24,01:06:53,01:00:00,21.4,36.70%
03/29/24,01:07:53,01:00:00,21.4,36.70%
03/29/24,01:08:53,01:00:00,21.4,36.70%
03/29/24,01:09:53,01:00:00,21.4,36.70%
03/29/24,01:10:53,01:00:00,21.4,36.70%
03/29/24,01:11:53,01:00:00,21.4,36.70%
03/29/24,01:12:53,01:00:00,21.3,36.70%
03/29/24,01:13:53,01:00:00,21.3,36.70%
03/29/24,01:14:53,01:00:00,21.3,36.70%
03/29/24,01:15:53,01:00:00,21.3,36.70%
03/29/24,01:16:53,01:00:00,21.3,36.70%
03/29/24,01:17:53,01:00:00,21.3,36.70%
03/29/24,01:18:53,01:00:00,21.3,36.70%
03/29/24,01:19:53,01:00:00,21.4,36.70%
03/29/24,01:20:53,01:00:00,21.3,36.70%
03/29/24,01:21:53,01:00:00,21.3,36.70%
03/29/24,01:22:53,01:00:00,21.3,36.70%
03/29/24,01:23:53,01:00:00,21.3,36.70%
03/29/24,01:24:53,01:00:00,21.3,36.70%
03/29/24,01:25:53,01:00:00,21.3,36.70%
03/29/24,01:26:53,01:00:00,21.3,36.70%
03/29/24,01:27:53,01:00:00,21.3,36.70%
03/29/24,01:28:53,01:00:00,21.3,36.70%
03/29/24,01:29:53,01:00:00,21.3,36.70%
03/29/24,01:30:53,01:00:00,21.3,36.70%
03/29/24,01:31:53,01:00:00,21.3,36.60%
03/29/24,01:32:53,01:00:00,21.3,36.70%
03/29/24,01:33:53,01:00:00,21.3,36.70%
03/29/24,01:34:53,01:00:00,21.3,36.70%
03/29/24,01:35:53,01:00:00,21.3,36.60%
03/29/24,01:36:53,01:00:00,21.3,36.60%
03/29/24,01:37:53,01:00:00,21.3,36.60%
03/29/24,01:38:53,01:00:00,21.3,36.60%
03/29/24,01:39:53,01:00:00,21.3,36.60%
03/29/24,01:40:53,01:00:00,21.3,36.60%
03/29/24,01:41:53,01:00:00,21.3,36.60%
03/29/24,01:42:53,01:00:00,21.3,36.60%
03/29/24,01:43:53,01:00:00,21.3,36.60%
03/29/24,01:44:53,01:00:00,21.3,36.60%
03/29/24,01:45:53,01:00:00,21.2,36.60%
03/29/24,01:46:53,01:00:00,21.2,36.60%
03/29/24,01:47:53,01:00:00,21.3,36.60%
03/29/24,01:48:53,01:00:00,21.2,36.60%
03/29/24,01:49:53,01:00:00,21.2,36.60%
03/29/24,01:50:53,01:00:00,21.2,36.50%
03/29/24,01:51:53,01:00:00,21.2,36.60%
03/29/24,01:52:53,01:00:00,21.2,36.60%
03/29/24,01:53:53,01:00:00,21.2,36.60%
03/29/24,01:54:53,01:00:00,21.2,36.60%
03/29/24,01:55:53,01:00:00,21.2,36.60%
03/29/24,01:56:53,01:00:00,21.2,36.50%
03/29/24,01:57:53,01:00:00,21.2,36.50%
03/29/24,01:58:53,01:00:00,21.2,36.50%
03/29/24,01:59:53,01:00:00,21.2,36.50%
03/29/24,02:00:53,02:00:00,21.2,36.50%
03/29/24,02:01:53,02:00:00,21.2,36.50%
03/29/24,02:02:53,02:00:00,21.2,36.50%
03/29/24,02:03:53,02:00:00,21.2,36.50%
03/29/24,02:04:53,02:00:00,21.2,36.60%
03/29/24,02:05:53,02:00:00,21.2,36.50%
03/29/24,02:06:53,02:00:00,21.2,36.50%
03/29/24,02:07:53,02:00:00,21.2,36.50%
03/29/24,02:08:53,02:00:00,21.2,36.50%
03/29/24,02:09:53,02:00:00,21.2,36.50%
03/29/24,02:10:53,02:00:00,21.2,36.50%
03/29/24,02:11:53,02:00:00,21.2,36.50%
03/29/24,02:12:53,02:00:00,21.2,36.50%
03/29/24,02:13:53,02:00:00,21.2,36.40%
03/29/24,02:14:53,02:00:00,21.2,36.50%
03/29/24,02:15:53,02:00:00,21.2,36.50%
03/29/24,02:16:53,02:00:00,21.2,36.50%
03/29/24,02:17:53,02:00:00,21.2,36.50%
03/29/24,02:18:53,02:00:00,21.2,36.50%
03/29/24,02:19:53,02:00:00,21.2,36.40%
03/29/24,02:20:53,02:00:00,21.2,36.50%
03/29/24,02:21:53,02:00:00,21.2,36.50%
03/29/24,02:22:53,02:00:00,21.1,36.50%
03/29/24,02:23:53,02:00:00,21.1,36.50%
03/29/24,02:24:53,02:00:00,21.1,36.40%
03/29/24,02:25:53,02:00:00,21.2,36.50%
03/29/24,02:26:53,02:00:00,21.1,36.40%
03/29/24,02:27:53,02:00:00,21.1,36.40%
03/29/24,02:28:53,02:00:00,21.1,36.40%
03/29/24,02:29:53,02:00:00,21.1,36.40%
03/29/24,02:30:53,02:00:00,21.1,36.40%
03/29/24,02:31:53,02:00:00,21.1,36.40%
03/29/24,02:32:53,02:00:00,21.1,36.40%
03/29/24,02:33:53,02:00:00,21.1,36.40%
03/29/24,02:34:53,02:00:00,21.1,36.40%
03/29/24,02:35:53,02:00:00,21.1,36.40%
03/29/24,02:36:53,02:00:00,21.1,36.40%
03/29/24,02:37:53,02:00:00,21.1,36.40%
03/29/24,02:38:53,02:00:00,21.1,36.40%
